plot_id,pH,tot_N,org_C,sand
7a998660-53c8-4632-8a6b-57e9c80ad564-22A-A,5.16,,,
79c6c91a-df2e-4b5d-9bf1-0bd98feadcc4-22A-A,5.93,,,
dcee583c-2a26-4d5d-920a-b97b5a7f0a7e-22A-A,5.57,,,
56ae65a3-a011-485e-9b57-6e625e553706-22A-A,6.21,,,
2e9b87fc-2fd4-4e42-9871-de389dfd6fc0-22A-A,5.52,,,
93c7c4dd-110b-4ced-a6dc-9be574407470-22A-A,5.45,,,
88ae1af9-ef0d-4f65-9a23-b92545ffdc7e-22B-A,5.65,,,
87fe4c02-27fb-429b-8d5f-ecfbbad6609f-22B-A,6.03,,,
83c49709-c972-4c12-970c-6c69430a1feb-22B-A,6.12,,,
de5d1cb0-c093-4816-b855-94a45bb82e1b-22B-A,5.60,,,
07c5b0b1-6c3b-4235-a14d-1f2d7f8f3051-22B-A,6.06,,,
58f74791-558c-482f-9d49-5fa4cd90bbb3-22B-A,6.00,,,
a9965d87-bc5f-4201-8290-2d7612f702aa-22B-A,4.90,,,
fae35dbd-d5d1-4061-8a6e-c9c891209156-22B-A,5.08,,,
481d5037-995c-4565-9f74-4ee03ccdea67-22B-A,5.95,,,
35996fbf-7c93-473b-82cc-ced9a7314fe5-22B-A,5.07,,,
94dd011e-3880-4526-9a1c-f4f8fbd2fd86-22B-A,5.50,,,
60a85bf6-1bf4-4878-8b8e-8d8f13d43327-22B-A,5.71,,,
db94a4ad-26bd-4033-9454-2f74ded24f76-22B-A,5.24,,,
f269fc73-3a91-409b-87b0-68835a03dc37-22B-A,6.09,,,
a149c0c4-845a-4643-aaaf-01634dd4a749-22B-A,5.54,,,
98323ef7-8bb5-4534-af3e-6c3cc81c8217-22B-A,5.44,,,
1241dfb3-37ad-459f-9c5a-30d0c86bf9a8-22B-A,5.85,,,
300aec7f-4460-4e6d-b53f-6479bb9765bb-22B-A,5.59,,,
a135f280-3d50-45b9-82f7-3fa7b9d459ce-22B-A,5.04,,,
be36b93a-bedc-4ad2-b024-73561df51d18-22B-A,5.50,,,
1e641f3d-2512-43b4-beb6-839e28012d75-22B-A,6.29,,,
be23cb57-5a8b-406f-a7dd-1023681041fe-22B-A,5.15,,,
cb95cbd6-ed27-43e8-bd89-e335c683479e-22B-A,4.94,,,
d4f34a0e-7fb6-47c0-8be8-9312641f2b12-22B-A,5.66,,,
cb44ea28-8dce-468d-b964-336648f24e39-22B-A,6.24,,,
bcc6d387-ac3b-456b-b143-0c6f5722835f-22B-A,5.22,,,
c5cf6f2f-947d-4fbd-9d8e-9ee8cb61444d-22B-A,5.18,,,
d866916a-ae02-43dc-bb80-32c8d63201a2-22B-A,6.30,,,
3e029dbe-b2c5-4c35-b23a-741bfc57893a-22B-A,6.49,,,
9c4f1b97-b96c-4964-beee-33e9a8c70d27-22B-A,5.90,,,
b3a53c4a-e560-4dbf-a4d6-614179ff0265-22B-A,5.62,,,
338442be-b4c4-4982-b3a9-975bcfd44eb1-22B-A,4.93,,,
ad5b54f6-d259-4854-a2a6-76ffd1569c8a-22B-A,5.20,,,
8eca62d8-71d0-4e04-a92b-51118e53a6c5-22B-C,5.51,,,
ba77c21d-8cc4-4fc2-8c53-35cf04aae3e2-22B-A,6.16,,,
862ec423-04ba-46bc-b03f-2e3cbec29178-22B-A,5.98,,,
54757619-9f6b-456d-9b82-8c300d18e704-21A-A,4.66,,,
7331a289-02a7-4ac1-b04a-422195e7fe52-21A-A,4.88,,,
17f882ce-a117-4169-86c5-ca3275ee7358-21A-A,4.45,,,
38ca4a94-e661-4bb4-9fea-ca3f3ffef8ff-21A-A,4.54,,,
ff5a2b55-7060-4351-adf1-7de40fd9009c-21A-A,4.70,,,
e01f4393-88b3-4ff9-8779-35d7e1a7bf0f-21A-A,4.76,,,
84125c76-a1d4-46a2-97c5-ab7ce31cede4-21A-A,5.40,,,
65a20e35-0dc0-46e9-ae7f-8b1b897c7671-21A-A,4.46,,,
eabc760d-1c5e-4383-abce-0ee2c78e55d1-21A-A,4.54,,,
fb9dc39b-67b6-43b7-9fc5-01a7c1493bcf-21A-A,6.18,,,
0c966b09-83f7-4587-8e2c-54fc51e41ee0-21A-B,6.65,,,
12dcb5e1-5401-4ab6-a431-5b8b21282962-21A-A,6.19,,,
9cd66e46-22fd-49c9-842d-0d629c92fe8b-21A-A,6.00,,,
d1a13d0d-5d0e-4919-9c7e-b874317621b8-21A-A,5.30,,,
fbc9e6bc-e002-440e-af1e-b0aaa5e662dd-21A-A,5.98,,,
55e7f687-92c0-4ecf-a5cb-cb46301fe829-21A-A,5.25,,,
4c6e849d-1e48-4c2b-8f8e-0b63a0a25530-21A-A,6.11,,,
ec462615-7df5-41a9-8580-34349e73c023-21A-A,6.19,,,
de42c41b-8619-404e-9ff3-de4aca1fccc4-21A-A,6.21,,,
759ea027-6c3d-43c9-b86a-da75364efaab-21A-A,6.31,,,
36694e62-5f38-4788-921e-cd211004470c-21A-A,6.08,,,
6ca06abf-8a42-4408-8577-f94a47d38a16-21A-A,6.25,,,
1b08825b-c3c3-4835-bb03-4a6f4a68d651-21A-A,5.79,,,
0b65ea54-78b2-41f8-86e1-787f2cf9d957-21A-A,4.97,,,
652c25f40dfb425a9d762d54d7102a7a-22A-A,5.29,,,
652c25f40dfb425a9d762d54d7102a7a-22A-B,5.12,,,
652c25f40dfb425a9d762d54d7102a7a-22A-C,5.19,,,
652c25f40dfb425a9d762d54d7102a7a-22A-D,5.16,,,
b1154edfd19546ca922356c41a141107-22A-A,5.27,,,
b1154edfd19546ca922356c41a141107-22A-B,5.46,,,
b1154edfd19546ca922356c41a141107-22A-C,5.44,,,
b1154edfd19546ca922356c41a141107-22A-D,5.19,,,
6c25d23518f2419d80bc9dda0c649961-22A-A,5.06,,,
6c25d23518f2419d80bc9dda0c649961-22A-B,4.95,,,
6c25d23518f2419d80bc9dda0c649961-22A-C,5.10,,,
6c25d23518f2419d80bc9dda0c649961-22A-D,5.12,,,
77fdba74ab084fdcb1fa983f60c95b59-22A-A,5.17,,,
77fdba74ab084fdcb1fa983f60c95b59-22A-B,5.03,,,
77fdba74ab084fdcb1fa983f60c95b59-22A-C,5.11,,,
77fdba74ab084fdcb1fa983f60c95b59-22A-D,5.12,,,
48d1a1ea678442af970e9244523a4c76-22A-A,5.19,,,
48d1a1ea678442af970e9244523a4c76-22A-B,5.23,,,
48d1a1ea678442af970e9244523a4c76-22A-C,5.11,,,
48d1a1ea678442af970e9244523a4c76-22A-D,5.19,,,
c27de95a4f4944709b07d0654589df30-22A-A,5.01,,,
c27de95a4f4944709b07d0654589df30-22A-B,5.08,,,
c27de95a4f4944709b07d0654589df30-22A-C,4.99,,,
c27de95a4f4944709b07d0654589df30-22A-D,4.93,,,
752565d6ec9f4627b043564b4690bd44-22A-A,7.07,,,
752565d6ec9f4627b043564b4690bd44-22A-B,7.03,,,
752565d6ec9f4627b043564b4690bd44-22A-C,7.04,,,
752565d6ec9f4627b043564b4690bd44-22A-D,7.08,,,
8c0d0ed38172411c88b9ddaa7a6cc5f0-22A-A,6.53,,,
8c0d0ed38172411c88b9ddaa7a6cc5f0-22A-B,7.05,,,
8c0d0ed38172411c88b9ddaa7a6cc5f0-22A-C,6.89,,,
8c0d0ed38172411c88b9ddaa7a6cc5f0-22A-D,7.02,,,
9cc4fb925e2a4c578f7124e1978dc2eb-22A-A,7.05,,,
9cc4fb925e2a4c578f7124e1978dc2eb-22A-B,6.96,,,
9cc4fb925e2a4c578f7124e1978dc2eb-22A-C,7.03,,,
9cc4fb925e2a4c578f7124e1978dc2eb-22A-D,7.18,,,
3f0f7adbc71c4d7986d81e04fcc27d38-22A-A,7.16,,,
3f0f7adbc71c4d7986d81e04fcc27d38-22A-B,7.15,,,
3f0f7adbc71c4d7986d81e04fcc27d38-22A-C,7.08,,,
3f0f7adbc71c4d7986d81e04fcc27d38-22A-D,7.12,,,
06c673c38ac84ddbac4dfe411914f5cc-22A-A,7.11,,,
06c673c38ac84ddbac4dfe411914f5cc-22A-B,7.04,,,
06c673c38ac84ddbac4dfe411914f5cc-22A-C,7.10,,,
06c673c38ac84ddbac4dfe411914f5cc-22A-D,6.98,,,
36843bef8c644a03a9a458af1094980f-22A-A,6.25,,,
36843bef8c644a03a9a458af1094980f-22A-B,6.36,,,
36843bef8c644a03a9a458af1094980f-22A-C,5.77,,,
36843bef8c644a03a9a458af1094980f-22A-D,5.93,,,
fdf3f147a06a488aafa39286edf36644-22A-A,5.47,,,
fdf3f147a06a488aafa39286edf36644-22A-B,5.37,,,
fdf3f147a06a488aafa39286edf36644-22A-C,5.36,,,
fdf3f147a06a488aafa39286edf36644-22A-D,5.32,,,
dc3d93d13cb341359959390fe39d430c-22A-A,5.33,,,
dc3d93d13cb341359959390fe39d430c-22A-B,5.25,,,
dc3d93d13cb341359959390fe39d430c-22A-C,5.48,,,
dc3d93d13cb341359959390fe39d430c-22A-D,5.29,,,
c3bfeedea8544484952bcb5c16a41635-22A-A,6.80,,,
c3bfeedea8544484952bcb5c16a41635-22A-B,6.98,,,
c3bfeedea8544484952bcb5c16a41635-22A-C,6.49,,,
e0ee0f112654476788e17bddf0c635e4-22A-A,5.95,,,
e0ee0f112654476788e17bddf0c635e4-22A-B,5.59,,,
e0ee0f112654476788e17bddf0c635e4-22A-C,5.90,,,
e0ee0f112654476788e17bddf0c635e4-22A-D,5.38,,,
21c9fd926afd41cd9d1d55109e70bdd1-22A-A,5.33,,,
21c9fd926afd41cd9d1d55109e70bdd1-22A-B,5.19,,,
21c9fd926afd41cd9d1d55109e70bdd1-22A-C,5.26,,,
21c9fd926afd41cd9d1d55109e70bdd1-22A-D,5.22,,,
299ad95769dd4d0297a7c5bd560c2505-22A-A,5.24,,,
299ad95769dd4d0297a7c5bd560c2505-22A-B,5.22,,,
299ad95769dd4d0297a7c5bd560c2505-22A-C,5.19,,,
299ad95769dd4d0297a7c5bd560c2505-22A-D,5.29,,,
8d819a079c15403bbfc6417a5fb662de-22A-A,6.40,,,
8d819a079c15403bbfc6417a5fb662de-22A-B,6.47,,,
8d819a079c15403bbfc6417a5fb662de-22A-C,6.48,,,
8d819a079c15403bbfc6417a5fb662de-22A-D,6.50,,,
7352ca3d-06eb-48d6-ad94-03d4851ba71f-21A-A,6.15,,,
f1dc8326-93c1-4612-8c88-419cdfe7fcbf-21A-A,5.51,,,
f440b02d-5245-4987-acea-753e67cab68c-21A-A,6.18,,,
c2db770b-2ce0-4462-9c74-9e80db5297c9-21A-A,5.90,,,
ec09ea4e-7560-4dfb-a132-95046f2d2ae4-21A-A,5.97,,,
61280d6e-f997-455f-a225-583b7146384a-21A-A,6.19,,,
f801cf58-0b18-493b-a0d7-dba27514ae1e-21A-A,6.41,,,
84f24adb-cd37-4a68-81ea-4b3610cdba45-21A-A,5.99,,,
1b833e7f-68ae-4df1-a44b-5412ba666a36-21A-A,6.24,,,
ed6b0bb1-c455-4f1d-823a-5a6ff752c2d3-21A-A,6.15,,,
b5f17f22-124b-4e98-a989-7ffa2b979272-21A-A,4.65,,,
42709b5e-5787-4c08-8ff7-924589c6675f-21A-A,4.78,,,
cbe7560d-5f25-486a-af6f-0874b6dfbc7a-21A-A,4.74,,,
2497f391-fdd1-44e1-a2f2-d1ef746782c0-21A-A,4.86,,,
6b21f203-7b2e-4371-a49b-b67913742c75-21A-A,4.98,,,
86860520-699b-4345-a10f-bd8603a7a685-21A-A,5.08,,,
33b54b39-e6b8-453f-bba5-8eac6a9e7893-21A-A,5.29,,,
6250fb65-df09-4a19-abda-85466bdc11f2-21A-A,4.80,,,
63b05a29-3331-499f-ab0b-43cf53488afa-21A-A,5.05,,,
6ec3dadc-a465-4429-a995-6a85e83f8406-21A-A,4.81,,,
42b66889-550f-49c4-bf67-ae5d58a32cc6-21A-A,5.36,,,
52dd0298-5239-496a-80ce-6c1356406f46-21A-A,6.90,,,
1bfb7a61-eaba-4161-99b7-cb08d89c35ab-21A-A,6.46,,,
95f3a0d7-0be5-4216-ae38-97db2a0fc562-21A-A,6.16,,,
7cb33555-d056-4380-acb2-59ceab9ea646-21A-A,5.15,,,
20a28248-0db5-455b-b575-e12004c1fde6-21A-A,5.69,,,
f5d124ff-e9d9-49e4-b035-d0550ac0fd5b-21A-A,5.44,,,
cbd85626-d602-4c5b-908b-d1d7bdadf7dc-21A-A,5.93,,,
9f38205c-ac43-410f-a6ae-3bf7f01887ed-21A-A,6.09,,,
87f1efb5-a374-4587-8e4d-a06efc02d598-21A-A,5.26,,,
dff96609-0489-4be8-8c32-ae6378c9a5c7-21A-A,6.65,,,
b60d6e89-d599-49ce-97ab-b217a0c53063-21A-A,6.68,,,
7c341286-de82-4bbc-b0f6-d05c402f6520-21A-A,6.70,,,
07df9897-50e1-4330-a61e-2fb5c81768cf-21A-A,5.37,,,
b2a55524-6e4d-4fe2-9623-6551c9ac9dbb-21A-A,4.90,,,
1dd1f0b7-0531-477a-8fd4-c0e108afeaca-21A-A,4.91,,,
50908239-9aad-4a46-9c41-9447b8a6464b-21A-A,6.10,,,
6ef2c7b7-e799-4a94-ac1c-039842f00e42-21A-A,5.03,,,
ad8ddecd-c251-473d-a059-0ec9a543332e-21A-A,4.68,,,
5f96e72b-f1df-4ba5-b7c2-8deac5ebcae0-21A-A,4.67,,,
c58890fb-e313-42f7-8f59-d64c28019ee1-21A-A,4.85,,,
d8e5f79e-0859-48e4-9852-9eb78985056d-21A-A,4.80,,,
30fbe03f-65b0-4d6b-9753-7298bcd8278c-21A-A,4.80,,,
64a19844-25b6-4364-9ee8-ea705dce10a3-21A-A,5.04,,,
9752b228-6a32-461a-89cd-6bad6702ad84-21A-A,5.08,,,
fad83600-bd6a-4004-bf6f-dd13eabe93f6-21A-A,6.00,,,
4f81bde0-b1a3-4ea9-ab6c-00e8e501ffb8-21A-A,5.61,,,
4612f63d-b7a0-4cd9-af8a-2929f320c128-21A-A,5.00,,,
7a4865ab-6bcc-495b-bb61-471a3c44e3a6-21A-A,4.93,,,
4547615a39a148bb81e9ff2262fb69f6-22A-A,6.29,,,
4547615a39a148bb81e9ff2262fb69f6-22A-B,6.11,,,
4547615a39a148bb81e9ff2262fb69f6-22A-C,5.98,,,
4547615a39a148bb81e9ff2262fb69f6-22A-D,6.04,,,
8875cb2727f3435982a6569280306a80-22A-A,4.97,,,
8875cb2727f3435982a6569280306a80-22A-B,5.26,,,
8875cb2727f3435982a6569280306a80-22A-C,5.23,,,
8875cb2727f3435982a6569280306a80-22A-D,5.16,,,
a3558113c4584fb29a48fbdee9e171df-22A-A,5.86,,,
a3558113c4584fb29a48fbdee9e171df-22A-B,5.90,,,
a3558113c4584fb29a48fbdee9e171df-22A-C,5.96,,,
a3558113c4584fb29a48fbdee9e171df-22A-D,5.93,,,
673759f668574c428dc42537f3fae685-22A-A,5.81,,,
673759f668574c428dc42537f3fae685-22A-B,5.77,,,
673759f668574c428dc42537f3fae685-22A-C,5.74,,,
673759f668574c428dc42537f3fae685-22A-D,5.72,,,
4b87606d022c4ec495d16dd4dbe24391-22A-A,5.69,,,
4b87606d022c4ec495d16dd4dbe24391-22A-B,5.73,,,
4b87606d022c4ec495d16dd4dbe24391-22A-C,5.68,,,
4b87606d022c4ec495d16dd4dbe24391-22A-D,5.72,,,
a4e761f6e5934a3d9f349b565cfdf105-22A-A,6.31,,,
a4e761f6e5934a3d9f349b565cfdf105-22A-B,6.17,,,
a4e761f6e5934a3d9f349b565cfdf105-22A-C,6.11,,,
a4e761f6e5934a3d9f349b565cfdf105-22A-D,6.13,,,
3d3eac3596c74fc0875359d4a8996efa-22A-A,6.00,,,
3d3eac3596c74fc0875359d4a8996efa-22A-B,5.95,,,
3d3eac3596c74fc0875359d4a8996efa-22A-C,5.94,,,
3d3eac3596c74fc0875359d4a8996efa-22A-D,6.05,,,
19e06c25403d4097b71795304b9128a7-22A-A,6.11,,,
19e06c25403d4097b71795304b9128a7-22A-B,6.09,,,
19e06c25403d4097b71795304b9128a7-22A-C,6.08,,,
19e06c25403d4097b71795304b9128a7-22A-D,6.19,,,
929300f8678643d99760d2fa8d05fff0-22A-A,5.01,,,
929300f8678643d99760d2fa8d05fff0-22A-B,4.91,,,
929300f8678643d99760d2fa8d05fff0-22A-C,5.05,,,
929300f8678643d99760d2fa8d05fff0-22A-D,5.12,,,
a531b0d3138c4041a5aaa435820eaf77-22A-A,5.05,,,
a531b0d3138c4041a5aaa435820eaf77-22A-B,4.98,,,
a531b0d3138c4041a5aaa435820eaf77-22A-C,4.95,,,
a531b0d3138c4041a5aaa435820eaf77-22A-D,4.89,,,
a6bff04295e14af1aee28af9b21614d2-22A-A,5.31,,,
a6bff04295e14af1aee28af9b21614d2-22A-B,5.20,,,
a6bff04295e14af1aee28af9b21614d2-22A-C,5.26,,,
a6bff04295e14af1aee28af9b21614d2-22A-D,5.17,,,
4ff9d26522cf49bcafdde0f8d5561d01-22A-A,4.85,,,
4ff9d26522cf49bcafdde0f8d5561d01-22A-B,4.87,,,
4ff9d26522cf49bcafdde0f8d5561d01-22A-C,4.90,,,
4ff9d26522cf49bcafdde0f8d5561d01-22A-D,4.85,,,
799cb26c4cf54ceaa56fa94fff9fcc54-22A-A,4.91,,,
799cb26c4cf54ceaa56fa94fff9fcc54-22A-B,5.04,,,
799cb26c4cf54ceaa56fa94fff9fcc54-22A-C,5.01,,,
799cb26c4cf54ceaa56fa94fff9fcc54-22A-D,5.10,,,
13cc46cb8c384462b56ba5a12290d83e-22A-A,5.31,,,
13cc46cb8c384462b56ba5a12290d83e-22A-B,5.28,,,
13cc46cb8c384462b56ba5a12290d83e-22A-C,5.24,,,
13cc46cb8c384462b56ba5a12290d83e-22A-D,5.20,,,
58673dd048844a9c97c92d7b3f3542d1-22A-A,5.35,,,
58673dd048844a9c97c92d7b3f3542d1-22A-B,5.29,,,
58673dd048844a9c97c92d7b3f3542d1-22A-C,5.24,,,
58673dd048844a9c97c92d7b3f3542d1-22A-D,5.33,,,
a26e84caad4f4f89b3ecc9430f4bbf7b-22A-A,4.92,,,
a26e84caad4f4f89b3ecc9430f4bbf7b-22A-B,4.94,,,
a26e84caad4f4f89b3ecc9430f4bbf7b-22A-C,5.06,,,
a26e84caad4f4f89b3ecc9430f4bbf7b-22A-D,4.91,,,
9b793c2a82294649a935b819a04948f8-22A-A,5.05,,,
9b793c2a82294649a935b819a04948f8-22A-B,5.30,,,
9b793c2a82294649a935b819a04948f8-22A-C,5.28,,,
9b793c2a82294649a935b819a04948f8-22A-D,5.10,,,
e3fc7f0d9a5640a794c515a61b537569-22A-A,5.08,,,
e3fc7f0d9a5640a794c515a61b537569-22A-B,4.98,,,
e3fc7f0d9a5640a794c515a61b537569-22A-C,5.21,,,
e3fc7f0d9a5640a794c515a61b537569-22A-D,5.00,,,
d0ba4141e99349d5a90fb7f5303d9b2e-22A-A,4.95,,,
d0ba4141e99349d5a90fb7f5303d9b2e-22A-B,4.87,,,
d0ba4141e99349d5a90fb7f5303d9b2e-22A-C,4.89,,,
d0ba4141e99349d5a90fb7f5303d9b2e-22A-D,4.80,,,
6317a262220c4826ab9352ceca7e2f01-22A-A,,,,
6317a262220c4826ab9352ceca7e2f01-22A-B,6.26,,,
6317a262220c4826ab9352ceca7e2f01-22A-C,6.10,,,
6317a262220c4826ab9352ceca7e2f01-22A-D,6.23,,,
440353422980424587303a9964e50829-22A-A,6.16,,,
440353422980424587303a9964e50829-22A-B,6.54,,,
440353422980424587303a9964e50829-22A-C,6.03,,,
440353422980424587303a9964e50829-22A-D,6.43,,,
39f86446facd49d0bd27f282c241a05b-22A-A,6.15,,,
39f86446facd49d0bd27f282c241a05b-22A-B,6.09,,,
39f86446facd49d0bd27f282c241a05b-22A-C,6.32,,,
39f86446facd49d0bd27f282c241a05b-22A-D,6.36,,,
78e793d686714f1cb241ffec6aca1d70-22A-A,4.79,,,
78e793d686714f1cb241ffec6aca1d70-22A-B,4.85,,,
78e793d686714f1cb241ffec6aca1d70-22A-C,4.78,,,
78e793d686714f1cb241ffec6aca1d70-22A-D,4.76,,,
5ed8f364ac4c40339f2f4171a46ce302-22A-A,5.38,,,
5ed8f364ac4c40339f2f4171a46ce302-22A-B,4.96,,,
5ed8f364ac4c40339f2f4171a46ce302-22A-C,5.04,,,
5ed8f364ac4c40339f2f4171a46ce302-22A-D,5.27,,,
4863dcbe7f284fe5866c32fbd14d69ab-22A-A,5.45,,,
4863dcbe7f284fe5866c32fbd14d69ab-22A-B,5.40,,,
4863dcbe7f284fe5866c32fbd14d69ab-22A-C,5.35,,,
4863dcbe7f284fe5866c32fbd14d69ab-22A-D,5.29,,,
fea0cb2354e64560af1626623e02b44b-22A-A,5.50,,,
fea0cb2354e64560af1626623e02b44b-22A-B,5.37,,,
fea0cb2354e64560af1626623e02b44b-22A-C,5.34,,,
fea0cb2354e64560af1626623e02b44b-22A-D,5.30,,,
8d5bdb6aa65841cfbba0d11f6c865b8f-22A-A,5.28,,,
8d5bdb6aa65841cfbba0d11f6c865b8f-22A-B,5.28,,,
8d5bdb6aa65841cfbba0d11f6c865b8f-22A-C,5.16,,,
8d5bdb6aa65841cfbba0d11f6c865b8f-22A-D,5.22,,,
014d6b73d08a42c1be8990d884b17206-22A-A,5.08,,,
014d6b73d08a42c1be8990d884b17206-22A-B,5.14,,,
014d6b73d08a42c1be8990d884b17206-22A-C,5.05,,,
014d6b73d08a42c1be8990d884b17206-22A-D,5.21,,,
f8712f871241461aad5de0dd44e9f353-22A-B,5.24,,,
f8712f871241461aad5de0dd44e9f353-22A-C,5.14,,,
f8712f871241461aad5de0dd44e9f353-22A-D,5.21,,,
a5c56fd07dc94145b9a778df378a6000-22A-A,5.14,,,
a5c56fd07dc94145b9a778df378a6000-22A-B,5.19,,,
a5c56fd07dc94145b9a778df378a6000-22A-C,5.21,,,
a5c56fd07dc94145b9a778df378a6000-22A-D,5.07,,,
842e66804f1c4317a1896e72d12664eb-22A-A,5.12,,,
842e66804f1c4317a1896e72d12664eb-22A-B,5.64,,,
842e66804f1c4317a1896e72d12664eb-22A-C,5.21,,,
842e66804f1c4317a1896e72d12664eb-22A-D,5.10,,,
e4b02b103e984d209ae7846de5c7d972-22A-A,5.28,,,
e4b02b103e984d209ae7846de5c7d972-22A-B,5.20,,,
e4b02b103e984d209ae7846de5c7d972-22A-C,5.17,,,
e4b02b103e984d209ae7846de5c7d972-22A-D,5.22,,,
9db793706c0d40daa3b7e458ee05e7bd-22A-A,5.20,,,
9db793706c0d40daa3b7e458ee05e7bd-22A-B,5.36,,,
9db793706c0d40daa3b7e458ee05e7bd-22A-C,5.18,,,
0aba15a99f8f4eec966dc3bf5be13cbb-22A-A,5.44,,,
0aba15a99f8f4eec966dc3bf5be13cbb-22A-B,5.31,,,
0aba15a99f8f4eec966dc3bf5be13cbb-22A-C,5.39,,,
e51517509aac4630ac5889cdc052abd7-22A-A,5.42,,,
e51517509aac4630ac5889cdc052abd7-22A-B,5.38,,,
e51517509aac4630ac5889cdc052abd7-22A-C,5.38,,,
e51517509aac4630ac5889cdc052abd7-22A-D,5.42,,,
5bccf0ceeabe457298cf7ed8cdc96e60-22A-A,5.24,,,
5bccf0ceeabe457298cf7ed8cdc96e60-22A-B,5.08,,,
5bccf0ceeabe457298cf7ed8cdc96e60-22A-C,5.33,,,
5bccf0ceeabe457298cf7ed8cdc96e60-22A-D,5.23,,,
c63ef92d8b9b4dd48e0b7c6748a5b323-22A-A,5.05,,,
c63ef92d8b9b4dd48e0b7c6748a5b323-22A-B,5.06,,,
c63ef92d8b9b4dd48e0b7c6748a5b323-22A-C,5.06,,,
c63ef92d8b9b4dd48e0b7c6748a5b323-22A-D,5.12,,,
a08371b5434a4c63a30b681694fe673a-22A-A,5.26,,,
a08371b5434a4c63a30b681694fe673a-22A-B,5.28,,,
a08371b5434a4c63a30b681694fe673a-22A-C,5.26,,,
a08371b5434a4c63a30b681694fe673a-22A-D,5.26,,,
1c7f5d4a147a44b9bc401d0345d400f8-22A-A,5.14,,,
1c7f5d4a147a44b9bc401d0345d400f8-22A-B,4.98,,,
1c7f5d4a147a44b9bc401d0345d400f8-22A-C,5.03,,,
1c7f5d4a147a44b9bc401d0345d400f8-22A-D,5.06,,,
ea3c2e9754d44e9dafbf10e19f836c0b-22A-A,5.28,,,
ea3c2e9754d44e9dafbf10e19f836c0b-22A-B,5.17,,,
ea3c2e9754d44e9dafbf10e19f836c0b-22A-C,5.09,,,
ea3c2e9754d44e9dafbf10e19f836c0b-22A-D,5.08,,,
fcaaa7085f684b8c8cfc98e966e11cdd-22A-A,5.12,,,
fcaaa7085f684b8c8cfc98e966e11cdd-22A-B,4.94,,,
fcaaa7085f684b8c8cfc98e966e11cdd-22A-C,4.90,,,
fcaaa7085f684b8c8cfc98e966e11cdd-22A-D,5.12,,,
1e29dd8505d741f6a1f660afb4b7b68e-22A-A,5.13,,,
1e29dd8505d741f6a1f660afb4b7b68e-22A-B,5.12,,,
1e29dd8505d741f6a1f660afb4b7b68e-22A-C,5.29,,,
1e29dd8505d741f6a1f660afb4b7b68e-22A-D,5.20,,,
b0f8cfa2862a471db1fdbddb5e7acc0c-22A-A,5.17,,,
b0f8cfa2862a471db1fdbddb5e7acc0c-22A-B,5.10,,,
b0f8cfa2862a471db1fdbddb5e7acc0c-22A-C,5.22,,,
b0f8cfa2862a471db1fdbddb5e7acc0c-22A-D,5.22,,,
b2d908af4a2a466bbc277006f29da27d-22A-A,5.66,,,
b2d908af4a2a466bbc277006f29da27d-22A-B,5.52,,,
b2d908af4a2a466bbc277006f29da27d-22A-C,5.47,,,
b2d908af4a2a466bbc277006f29da27d-22A-D,5.43,,,
72e2e081263c4e3db433d49fb0bf3ed1-22A-A,5.38,,,
72e2e081263c4e3db433d49fb0bf3ed1-22A-B,5.24,,,
72e2e081263c4e3db433d49fb0bf3ed1-22A-C,4.94,,,
72e2e081263c4e3db433d49fb0bf3ed1-22A-D,5.31,,,
7b9a2d5c8d0c4e029b32bee26ff19f8c-22A-A,5.19,,,
7b9a2d5c8d0c4e029b32bee26ff19f8c-22A-B,5.16,,,
7b9a2d5c8d0c4e029b32bee26ff19f8c-22A-C,5.15,,,
7b9a2d5c8d0c4e029b32bee26ff19f8c-22A-D,5.08,,,
